Given the following triangle (Fig. 1), find side a.	"A) 14.61 inches
B) 16.45 inches
C) 14.54 inches
D) 16.51 inches"	B
Carburizing is:	"A) removing carbon from molten metal to increase its elasticity
B) removing carbon from the surface of a steel part
C) diffusing carbon into the surface of a steel part
D) adding carbon to molten metal to increase its elasticity"	C
Tempering is used to:	"A) remove some of the stress produced by quenching
B) cool metals slowly
C) make the grains in a metal finer
D) stress the metal for strength"	A
An example of a thermoplastic resin is:	"A) polysulfone
B) phenolic
C) epoxy
D) polystyrene"	D
If you needed a plastic that would flow into a mold at room temperature, what type would you use?	"A) Elastomer
B) Thermoplastic
C) Thermoset
D) Polystyrene"	C
A material comprised of a combination of materials which has properties that exceed the properties of each ingredient acting alone and in which each ingredient is still recognizable with the naked eye after the combination is complete is called a/an:	"A) composite
B) reinforced plastic
C) alloy
D) laminate"	A
According to conventional practice, which is the preferred full section view (Fig. 8)?	"A) B
B) D
C) A
D) C"	C
This symbol (Fig. 9) on a drawing indicates that the drawing:	"A) follows ISO GD&T standards
B) is based on first angle projection
C) is based on third angle projection
D) is drawn to scale"	C
Roughness and waviness are:	"A) predictable and controllable surface finish defects that appear on a workpiece as a result of machining
B) unpredictable surface defects that form during machining due to a tool defect
C) due to material defects in a workpiece
D) built-up metal left on the surface of a part that has been machined"	A
The most common method of projection using ANSI standard practices is commonly referred to as:	"A) third angle projection
B) isometric projection
C) first angle projection
D) oblique projection"	A
The symbol shown in Fig.10 indicates that the surface to which it is applied must be produced by:	"A) forming
B) casting
C) machining
D) molding"	C
If a hole's diameter is 0.05 mm greater than its specified size at maximum material condition, what amount of bonus tolerance may be added to the hole's positional tolerance?	"A) 0.000 mm
B) 0.100 mm
C) 0.050 mm
D) 0.025 mm"	C
Generally speaking, the appropriate percentage of the workpiece locational tolerance applied to a jig or fixture is:	"A) 10 to 20 percent
B) 20 to 50 percent
C) 5 to 10 percent
D) 85 to 95 percent"	B
On the drawing below (Fig. 11), what will be the total tolerance allowed for the horizontal location of the hole farthest form datum C? (Assume the hole is at maximum material condition.)	"A) +.030
B) -.001
C) +.090
D) +.008"	A
If a 2" diameter shaft is 0.002" smaller than the hole in which it fits, it is a (an):	"A) wringing fit
B) interference fit
C) clearance fit
D) press fit"	C
Calculate the lower limit on the O.D. of a 7/8" diameter shaft using an RC-4 fit.	"A) .8734
B) .8742
C) .8743
D) .8750"	A
What are the limits of size of an OD 5.750 in. shaft produced for an LC-4 fit?	"A) 5.752, 5.758
B) 5.750, 5.756
C) 5.746, 5.750
D) 5.748, 5.754"	C
On the drawing below, what will be the allowable position tolerance for the hole is at maximum material condition?	"A) -.001
B) +.030
C) +.008
D) 0.038"	C
On the drawing shown in Fig.13, if the hole’s actual size is 10.1, what amount of BONUS tolerance may be added to the hole’s position tolerance?	"A) 0.2 mm
B) 0.3 mm
C) 0.4 mm
D) 0.5 mm"	C
What is GD & T?	"A) An international standard that uses dedicated symbols to communicate instructions about design
B) An organization that creates industrial standards for manufacturing processes and procedure
C) A government agency that sets standards for working conditions in the United States
D) A quality management system that outlines inspection techniques for manufacturing facilities"	A
The Initial Graphics Exchange Specifications (IGES) defines a standard method which can be used to:	"A) exchange CAD data between CAD systems
B) transmit device dependent graphical information between CAD workstations
C) plot graphical data on bit-mapped display devices
D) convert parametric CAD data into graphical information"	A
Which of the following commands would be used to proportionally increase or decrease the size of an object on a CAD display without changing the dimensions of that object?	"A) explode
B) zoom
C) scale
D) window"	B
Stereolithography is a technique which can be used to:	"A) create two-color plates for high volume offset printing
B) apply graphic images to contoured surfaces
C) enhance the display of CAD solid models by generating 3D holographic images
D) rapidly generate physical prototypes of piece parts directly from 3D CAD data"	D
Which CAD editing technique would be best to create six evenly spaced holes in the part shown in the following illustration (Fig. 14)?	"A) copy
B) offset
C) circular array
D) angular displacement"	C
A surface representation of a lathe-turned part would best be represented by:	"A) surface of revolution
B) sweep surface
C) tabulated cylinder
D) ruled surface"	A
In a solid model, what primitives would have to be unioned to produce the following geometric shape (Fig. 15)?	"A) two arcs and two lines
B) two circles and two lines
C) two swept arcs and an extruded rectangle
D) two cylinders and one block"	D
Which of the following engineering analysis methods would be most appropriate for modeling the heat distribution in an engine exhaust manifold?	"A) finite element analysis
B) logic and simulation analysis
C) kinematic analysis
D) closed-form solution analysis"	A
Which type of rapid prototyping system involves depositing layers of thermoplastic material from a lightweight extruder head/nozzle onto a fixtureless base?	"A) Fused-deposition modeling (FDM)
B) Solid-group curing (SGC)
C) Stereo lithography apparatus (SLA)
D) Laminated object modeling (LOM)"	A
STL files are used in Additive Manufacturing to define:	"A) layer thickness
B) 3D printer speed
C) part orientation
D) part shape"	D
The accuracy of CNC machined models can be optimized by using:	"A) wire flame drawing
B) sculptured surfaces
C) ruled surfaces
D) edge and point data"	D
To make a detailed and accurate cost estimate, or make/buy decisions, the design configuration of the end product must be complete. Showing the assembly relationship between component parts of the final assembly, is best conveyed by completing a comprehensive:	"A) bill of process
B) bill of materials
C) process plan
D) parametric modeling"	A
Which of the following engineering analysis methods would be most appropriate for modeling the heat distribution in an engine exhaust manifold?	"A) Kinematic analysis
B) Finite element analysis
C) Closed form solution analysis
D) Logic and simulation analysis"	B
Applying additive manufacturing for the creation of production parts has the advantage over traditional subtractive methods for:	"A) Production rate
B) functional complexity
C) part tolerances
D) mechanical properties"	B
When part prints are not available, parts and prototypes can still be re-created for 3D printing by using:	"A) Support structures
B) 3D scanning
C) Conceptual models
D) Lattice structures"	B
Which of the following is the greatest benefit of Design for Manufacture?	"A) Ease of maintenance
B) Ease of inspection
C) Increased product life
D) Ease of productibility"	D
In a Group Technology classification system, which of the following would most likely be found in the same part family?	"A) Engine flywheel, brake drum, cast iron pulley
B) Engine flywheel, crankshaft, engine block
C) Brake drum, brake pads, brake cylinder
D) Cast iron pulley, woodruff key, drive belt"	A
Which of the following methods may be used to achieve high quality products by conducting market research and experiments aimed at determining customer needs?	"A) Pareto analysis
B) Quality audits
C) Quality Function Deployment
D) Attribute control charts"	C
A manufacturing engineer should view the design specifications for a product as:	"A) representing the best possible specifications for all concerned regardless of production difficulties.
B) final and not open to any changes.
C) being equal to the process capability.
D) important but changeable if necessary to make production easier and economical."	D
The first step in designing a manufacturing process is to:	"A) identify the product specifications and the tolerances required.
B) complete a design prototype.
C) develop a quality plan.
D) perform the necessary machining calculations."	C
Which of the following is NOT a type of patent?	"A) Procedural Patent
B) Car
C) Greyhound
D) Bread"	C
An example of a descriptive trademark is?	"A) Pizza Hut
B) Car
C) Greyhound
D) Bread"	A
Which of the following designations is a legitimate and effective means of restricting information on formulas, design, systems or compiled information?	"A) Trade dress
B) Trade agreement
C) Trade secret
D) Trade name"	C
The angle labeled "A" depicted in the illustration (Fig. 16) of a single point cutting tool is a:	"A) rake angle
B) nose angle
C) end angle
D) relief angle"	B
In reference to cutting tool design and using the Taylor equation for tool wear, what is the expected tool life if the Cutting speed (V) is 120 ft/min. Tool material is carbide (n=3), and a cutting speed corresponding to a tool life of 1 minute is given as C=700 ft/min.	"A) 1.0 minutes
B) 12.8 minutes
C) 357.3 minutes
D) 700.1 minutes"	C
On a lathe, a parting tool is typically mounted on the:	"A) tailstock
B) head stock
C) cross-slide
D) quill"	C
What happens when a tool's depth-of-cut is increased prior to the second cut of a turning operation and other parameters of the cutting operation remain the same?	"A) Only longitudinal force increases
B) All the cutting forces are decreased
C) Radial force stays about the same, but other cutting forces increases
D) All the cutting forces are increased"	D
A drilling machine consisting of two or more independent, light duty, single spindle machines mounted on a common base is a:	"A) gang drill
B) turret drill
C) radial drill
D) gun drill"	A
A machine specifically designed to drill deep holes, generally utilizing a horizontal spindle, is a:	"A) turret drill
B) gun drill
C) radial drill
D) drill press"	B
Precision boring machines maintain close tolerances and:	"A) temperature is not a factor.
B) take relatively light cuts.
C) take relatively heavy cuts.
D) are usually hand-fed."	B
The components of a plain milling machine which provide the x, y and z motions are, respectively, the:	"A) table, saddle, knee
B) bed, table, slide
C) base, column, table
D) column, table, head"	A
A 5" diameter face mill with 10 cemented, carbide, inserted teeth is rotating at 200 rpm. The table of the milling machine is fed at a rate of 4 rpm. The basic feed in inches per tooth is:	"A) 0.001 units
B) 0.002 units
C) 0.004 units
D) 0.008 units"	B
The flats on a hexagon nut are to be straddle milled from round bar stock on a milling machine. Forty turns of the crank handle on a universal dividing head rotate the workpiece 360°. How many turns of the handle are necessary to index the workpiece from one set of flats to the next?	"A) 3 1/3
B) 5
C) 6 2/3
D) 13 1/3"	C
For band sawing metals, which one of the following is NOT important in determining the blade pitch, or number of teeth per inch?	"A) The thickness of the material being cut.
B) The hardness or type of material being cut.
C) The grain direction of the material being cut.
D) The desired surface finish on the material being cut."	C
Which of the following characteristics are associated with the cold-working of steel?	"A) high strength, high hardness, low ductility
B) high strength, high hardness, high ductility
C) high strength, low hardness, low ductility
D) low strength, low hardness, low ductility"	A
Which of the following would tend to decrease the chance of material fracture along a bend?	"A) Bending the axis line in same direction as material grain lines
B) Bending the axis line perpendicular to material grain lines
C) Bending the radius less than one material thickness
D) Corner setting"	B
Cold forming of steel:	"A) occurs below the recrystallization temperature.
B) has no spring back after forming.
C) requires low forming forces.
D) reduces dimensional control."	A
The force needed to pierce a 2 inch diameter hole in .125 inch thick steel having a shear strength of 60,000 psi is approximately:	"A) 47,124 lb
B) 23,562 lb
C) 4,712 lb
D) 188,496 lb"	A
A die which performs a series of fundamental sheet metal operations at two or more stations during each press stroke is commonly referred to as a:	"A) compound die
B) simultaneous die
C) progressive die
D) combination die"	C
Which stamping operation produces a slug that becomes the usable work piece?	"A) Notching
B) Punching
C) Blanking
D) Lancing"	C
A core in a mold is:	"A) used to produce a cavity in the casting.
B) the hollow center to be filled with metal.
C) a foam pattern that vaporize.
D) the sprue that is cut off afterwards."	A
In a soldering process, the PRIMARY function of flux is to:	"A) prevent the formation of dross and/or slag.
B) removes oxides and facilitates wetting.
C) act as a catalyst for the solder.
D) facilitate cohesion of the base and filler material."	B
Spot welding is an example of:	"A) arc welding.
B) laser welding.
C) gas welding.
D) resistance welding."	D
The pitch of a screw thread is the:	"A) angle of the side walls of the thread.
B) distance between the peaks of two adjacent threads.
C) distance between the crest and the root of a thread.
D) measured distance over the top of the threads."	B
How much heat would be generated creating a resistance spot weld on 16 gage (.062 inch) sheet metal if the current was set at 6800 Amps, the resistance of the system was determined to be 1.5 ohms and the time of application was .5 seconds?	"A) 5,100 BTU
B) 4,300,320 Joules
C) Insufficient data - the tip pressure is also required
D) 34,680,000 Joules"	D
In a powder coating system, thermoset powders include:	"A) finishing materials
B) solvents
C) epoxy
D) water"	C
Injection molding is used mainly to mold:	"A) thermoplastic materials
B) plastisol materials
C) composite materials
D) elastomer materials"	A
Which one of the following materials can be thermoformed (vacuum-formed)?	"A) melamine
B) nylon
C) polyethylene
D) tetrafluoroethylene"	C
"A plastics manufacturing firm for certain products wishes to choose only one type of thermoplastic material for its injection molding, rotational molding, thermoforming and reinforced plastic molding processes.
Which type of material would be suitable for the above applications?"	"A) polysulfone
B) polyethylene
C) polycarbonate
D) polyurethane"	B
Filament winding is the name of an operation that can be used:	"A) to produce round industrial storage tanks.
B) to produce an I-beam.
C) for making small springs by winding fibers on a mandrel and heat treating.
D) for making electric light using a coiled tungsten material in a vacuum chamber."	A
Glazing is a technique used for the finishing of:	"A) ceramic parts.
B) plastic parts.
C) ferrous parts.
D) non-ferrous parts."	A
If someone must prepare a circuit board for copper application, what process must they perform?	"A) Depositing copper on a fiberglass substrate.
B) Etching excess material to leave copper tracks.
C) Affixing copper tracks to fiberglass using epoxy.
D) Photographically developing copper rich emulsifier."	B
In a Materials Requirements Planning system, what data source is used to determine the raw materials and component parts needed to produce a given item listed in the master schedule?	"A) part rating sheet
B) Item master file
C) Assembly drawings
D) Bill of materials"	D
What is the primary function of MRPII planning?	"A) processing data acquisition for SPC
B) scheduling the machine repair program
C) maintaining and controlling information in the CAD database
D) controlling scheduling and material procurement"	D
If a time standard is needed during the planning phase of a new product development program, which time study technique would provide the estimate?	"A) Predetermined Time-standard System
B) Micromotion Study
C) Work Sampling
D) Stopwatch Time Study"	A
Key concepts, in regards to forecasting for production and inventory planning, include all of the following except:	"A) Forecast accuracy is indirectly proportional to the length of time to the forecasted period.
B) Forecast error is always present and should be estimated and measured on all forecasts.
C) Forecast accuracy is indirectly proportional to the number of items in the forecast group.
D) Alternate forecast methods should be tested periodically since no single forecast method is best."	C
The core philosophy of Just-In-Time (JIT) is the elimination of:	"A) logistic delays
B) waste
C) changeover time
D) operating expense"	B
Lean Manufacturing principles are most similar to:	"A) QS 9000/TS 16949
B) Deming’s Fourteen Points
C) Toyota Production System (TPS)
D) Taguchi Principles"	C
Takt time is the:	"A) tool used to set the pace of the manufacturing process
B) amount of time to switch between product A and product B
C) total amount of time to produce a product
D) amount of time needed to make one container of product"	A
The first step in the Kaizen process is:	"A) the establishment of the Plan-Do-Check-Act (PDCA) cycle as the vehicle for maintaining and improving standards.
B) to review the plant’s defect data to determine which process requires immediate attention.
C) to teach all employees the concepts and practice of “5 whys”.
D) to perform a thorough 5S in order to surface abnormal production issues."	A
A computer-aided process planning (CAPP) system will not provide:	"A) a geometric model of the part.
B) sequence steps to manufacture the part.
C) data for accurate cost estimates.
D) a set of instructions to manufacture the part."	A
Which one of the following allows the GREATEST flexibility in an assembly system?	"A) Robotic assembly operations.
B) Special machines for assembly operation.
C) Manual assembly operations.
D) Automated assembly operations within a computer-integrated manufacturing system."	C
Which is the best approach for a maintenance program in a highly automated manufacturing facility?	"A) corrective maintenance
B) contingency maintenance
C) annual maintenance
D) preventative maintenance"	D
Which plant layout is most suitable for a facility that is using computer-aided flexible manufacturing work cells for medium-to-low volume component production runs?	"A) Product layout
B) Spine layout
C) Process layout
D) Group layout"	D
In general, which has the lowest relative cost for manual assembly?	"A) Screwing
B) Plastic bending
C) Riveting
D) Snap fitting"	D
When designing with concern for ergonomics, human factors engineers would most likely suggest that features be designed to:	"A) adjust to fit people from the 20th to the 80th percentile of size.
B) adjust to fit people from the 1st to the 99th percentile of size.
C) adjust to fit people from the 5th to the 95th percentile of size.
D) fit people of average size."	C
For the completion of a given process, the raw data showed a statistical average time of 2.07 minutes. The rating was 90%, and the allowance was 10%. The standard time for the process:	"A) 2.05 minutes
B) 1.86 minutes
C) 1.66 minutes
D) 4.32 minutes"	A
If an assembly job’s normal time is 3 minutes and the worker’s actual assembly time is 4 minutes, what is the worker’s performance rating?	"A) 75%
B) 7.50%
C) 133%
D) 1.33%"	A
What type of power is used for robots that work with large heavy loads?	"A) Servomotors
B) Nano-servers
C) Hydraulic
D) Pneumatics"	C
What type of maintenance approach uses sophisticated sensors, programable controllers, and computers to monitor equipment breakdowns?	"A) Productive maintenance
B) Corrective maintenance
C) Preventive maintenance
D) Predictive maintenance"	D
What type of maintenance approach will NOT prevent all breakdowns, but can dramatically reduce the amount of production time lost waiting for equipment to be repaired?	"A) Predictive maintenance
B) Preventive maintenance
C) Corrective maintenance
D) Productive maintenance"	B
Which of the following includes the study of human factors?	"A) engineering anthropometry
B) machine movement
C) engineering safety manuals
D) personal protective equipment (PPE)"	A
The main difference between a jig and a fixture is:	"A) jigs use a greater percentage of the workpiece tolerance
B) fixtures are for large parts
C) fixtures are less costly
D) jigs guide the cutting tool"	D
Which of the following is the least important design consideration of a jig or fixture?	"A) manufacturing operation
B) cutting tool life
C) cost/benefits
D) workpiece characteristics"	D
A workpiece may be positively located by six pins positioned so that they collectively restrict the workpiece in three axes. This method of location is known as the:	"A) positive positioning method
B) foolproof method
C) 3-2-1 method
D) fixture method"	C
For workholding, the initial clamping pressure should be directed toward the:	"A) locating pins
B) tertiary location plane
C) secondary location plane
D) primary location plane"	D
When designing a manual assembly operation, which of the following would not contribute to repetitive motion injuries?	"A) inadequate lighting
B) poor tooling design
C) excessive component weights
D) improper workstation height"	A
Based on OSHA regulations, oxygen cylinders may not be stored with compressed gas cylinders containing:	"A) argon
B) anhydrous ammonia
C) nitrous oxide
D) acetylene"	D
Which of the following types of portable fire extinguishers should be used on a fire involving computers?	"A) Class B
B) Class A
C) Class C
D) Class D"	C
If a manufacturing plant had 20 injuries and job-related illnesses during a period in which all employees worked a total of 800,000 hours, what would be the plant's total injury-illness rate based upon OSHA's current factor of hours worked per year by 100 employees?	"A) 15.0
B) 5.2
C) 5.0
D) 10.4"	C
The Occupational Safety and Health Act (OSHA) places the legal obligation to comply on:	"A) supervisors
B) manufacturers in interstate commerce
C) employers
D) every employee"	C
In addition to adequate safeguarding and electrical grounding, every automated machine tool must:	"A) have an alarm system (sound or light) to indicate a problem
B) have a label defining paints of danger
C) have an emergency stop
D) conform to SME standards"	C
Machine guarding shall be provided to protect employees in the machine area from hazards. According to federal regulations, a guard should be designed so that it:	"A) hinges or installs with ease for ready access for maintenance or adjustments
B) does not present an accident hazard in itself
C) cannot be removed by the operator
D) allows ease of material work flow"	B
Which of the following is the most effective method to assure safety within an organization?	"A) organizing safety as a separate function, department or committee within the organization
B) requiring all employees to take safety orientation training
C) integrating and applying the safety ethic throughout the organization
D) displaying safety posters in all areas"	C
OSHA requires that ear protection be provided to employees when they experience sound duration of 8 hours per day that exceeds: (as measured on the "A" scale of a standard sound level meter at slow response)	"A) 80 dBA
B) 103 dBA
C) 90 dBA
D) 100 dBA"	C
OSHA requirements stipulate that when a press is being worked on, which of the following be done?	"A) The switch be turned off
B) Fuses be pulled
C) The main power disconnect be locked
D) The supervisor be present"	C
An example of a unit load material handling technique would be a(n).	"A) basket
B) overhead monorail
C) conveyor belt
D) chute"	A
The safe use of chemicals begins with:	"A) establishing Occupational Exposure Limits (OEL)
B) risk assessment to identify hazardous properties
C) developing the Material Safety Data Sheet
D) educating users of the dangerous properties of the chemical"	B
Which statement below is TRUE about exposure control plans for bloodborne pathogens and infectious materials in the workplace? An exposure control plan must:	"A) include guidelines for ensuring use of PPE, proper signs and labels for infectious materials to reduce or mitigate exposure.
B) be reviewed every other year by management.
C) include a plan for providing seasonal flu vaccinations for employees.
D) outline requirements for training employees' family members and dependents."	A
The waste for any facility must be properly managed and in doing so, the generator of the hazardous waste may not treat, store, dispose of, transport, or offer for transportation any hazardous waste without having:	"A) an EPA identification number
B) a treatment plant
C) a storage facility
D) a hazardous waste transporter"	A
What is the level that a worker can be exposed to a chemical without negative effects?	"A) Threshold limit
B) Systematic effect
C) Reactive hazards
D) Physical hazards"	A
Which document describes the procedures to follow during workplace fires?	"A) Emergency Action Plan
B) Exposure Control Plan
C) Safety Data Sheets (SDS)
D) ISO 9000"	A
A software designed to disrupt a digital system or to allow a hacker to gain access to the system without authorization is?	"A) Internet of Things
B) Hackers Software
C) Malware
D) Removable Software"	C
A smart sensor can communicate with other systems in real time using:	"A) operator controls
B) downloaded file
C) digital system accessory tool
D) WiFi"	D
An HMI (Human Interface Controller), is a computer assist interface that displays:	"A) cyber physical system
B) machine or process data
C) a digital twin or thread
D) security software and traffic"	B
Cloud computing allows manufacturers to upload data and:	"A) analyze the data.
B) relay it to a digital twin.
C) select cutting tools.
D) connect to other networks"	A
Machine learning algorithms must be coded into computer software using:	"A) computer data entry
B) a computer programming language
C) accurate analyzed data
D) machine data output"	B
Which technology enables machine learning AI (Artificial Intelligence) software to perform virtual simulations of production processes?	"A) Hybrid Manufacturing
B) Lights Out Manufacturing
C) Digital Twin
D) Digital Thread"	C
Which of the following techniques would be the best method for determining the average of a column of ten numbers in a spreadsheet? Assume all functions exist for a specific spreadsheet.	"A) @SUM(b2..b11)/@COUNT(b2..b11)
B) c2 = @SUM(b2+b3+b4+b5+b6+b7+b8+b9+b10+b11), c3 = 10, c4 = c2/c3
C) (b2+b3+b4+b5+b6+b7+b8+b9+b10+b11)/10
D) @AVG(b2..b11)"	D
Which of the following best describes the Z axis on a CNC milling machine feeding into a work piece while the X and Y axis are moving?	"A) point to point
B) incremental positioning
C) absolute positioning
D) contouring"	D
The function of feedback in CNC is:	"A) to prevent climb milling backlash.
B) establishing a closed loop.
C) controlling the back movement of rapid transverse.
D) determining the feed rate."	B
The "Z" axis on an NC machine is generally the:	"A) spindle axis
B) minor axis
C) major axis
D) cross slide axis"	A
The postprocessor of an NC programming system is responsible for:	"A) creating the defined geometry for an NC programming system.
B) transferring an NC program to a specific machine tool.
C) generating the correct output for a specific machine tool.
D) creating an intermediate program for transfer to a CAD system."	B
On a CNC machine tool, what is the advantage of a floating zero vs. a fixed zero?	"A) It allows programmer-defined zero referenced point.
B) It does not require the NC program to have trailing zeros.
C) The zeros in the I and J codes can be eliminated.
D) It permits the use of incremental programming."	B
The type of system where a central host computer is used for the sending of part programs to the computer controller(s) of two or more machine tools is best known as:	"A) networked numerical control.
B) computer numerical control.
C) distributed numerical control.
D) direct numerical control."	C
When using the right-hand rule for identification of CNC machine axes, the thumb corresponds to which axis?	"A) -X
B) +X
C) -Y
D) +Z"	B
The key element of an information system to enable the real-time access by multiple users to a CAD document database is a:	"A) file server.
B) client server.
C) local Area Network.
D) universal serial bus."	B
Motion control on a CNC machine is typically:	"A) feedback control.
B) open loop control.
C) closed loop servo control.
D) open architecture control."	C
A ladder logic statement (one line of code) is referred to as a:	"A) block
B) rung
C) step
D) module"	B
A proximity switch transmits a signal to which Programmable Logic Controller (PLC) module?	"A) Analog
B) PID
C) Input
D) High speed counter"	C
In ladder logic code this symbol ---| |--- represents a(n):	"A) test bit symbol
B) timer symbol
C) output symbol
D) examine on symbol"	D
When troubleshooting a problem in a programmable logic controller (PLC), the first thing to check/observe is:	"A) erratic power supply
B) field wiring
C) blown fuse
D) LED status lights"	D
Programmable logic controllers (PLC) differ from a computer numerical controller (CNC) where:	"A) it is dedicated to one process or operation for a significant amount of time
B) it allows for tool length offsetting data on an hourly basis
C) bit settings are manually adjusted at the start of each program
D) hexadecimal data is stored at machine start-up"	A
The accuracy of a robot is:	"A) the precision with which a computed position can be obtained by the robot.
B) improved by using an open loop system.
C) a measure of the response time for sensor based motion corrections.
D) the same as the repeatability of the robot."	D
What are the four basic industrial robot configurations available?	"A) polar, cartesian, cylindrical, and jointed-arm.
B) precision, sensor, polar, and cylindrical.
C) cylindrical, horizontal, precision, and jointed-arm.
D) horizontal, vertical, cylindrical, and jointed-arm."	A
Which type of robotic power system should be selected for extremely quick and accurate assembly of small components?	"A) pneumatic
B) mechanical
C) electrical
D) hydraulic"	C
Interlocks on a robot are used:	"A) only with the manual lead through programming method.
B) for interfacing a robot with external devices to regulate program sequence and cell activities.
C) primarily for shutting down the robot in an emergency situation.
D) to keep the robot control program secure."	C
